"user","title","appearances"
"TheGreatSGrean	36415105	13294	50f92dadff32ef53784ecc4f806e7f006b604049	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935186418	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935224256	2020-01-11T08:48:34Z	Whispyhistory	30823445	13690	898bacb87847c8295cc5e1d18796b5957e0f46da	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935224256	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935225268	2020-01-11T08:57:13Z	Whispyhistory	30823445	13947	087ae08c501aaafe6d64134e800d6b07f3962430	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935225268	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935226225	2020-01-11T09:11:11Z	Phoenix7777	10001499	13950	c8d80084609e77e43ed75e653ca77f6cfbc0a05c	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935226225	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935226622	2020-01-11T09:16:09Z	Whispyhistory	30823445	14414	0e74f99be064ac075f8b0a3c6e74b1dc7ccf9cee	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935226622	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935227697	2020-01-11T09:20:40Z	Whispyhistory	30823445	14449	4cf8a858a1e275802b58d50f90137bafc34adf55	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935227697	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935228026	2020-01-11T09:23:19Z	Whispyhistory	30823445	14456	5c81cca412deaf5ae6d4ee5258c50a38289fc776	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935228026	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935229001	2020-01-11T09:34:38Z	Whispyhistory	30823445	14996	290ae9e3cc66d38f15093536f16d249eee3444eb	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935229001	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935229570	2020-01-11T09:41:48Z	Whispyhistory	30823445	15171	46d5076adf4d73540f5444cd51ebdd4dcca7c119	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935229570	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935230130	2020-01-11T09:49:10Z	Whispyhistory	30823445	15270	9381ef9303cbe46c580d735ded9773728da4f863	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935230130	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935241456	2020-01-11T12:09:36Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	18168	befa7237eaec47cedd97969088979facd8fb1f7c	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935558323	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935559260	2020-01-13T09:16:52Z	Espresso Addict	442169	18187	8764440dab1d0a09c0802cecf9d1f6d5a23b6a26	wikitext	False	True	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935559260	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935610170	2020-01-13T17:03:46Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	18451	7352a28d9dc20b1764099c056ddfd5fa7b26a8b7	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935558120	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935558270	2020-01-13T09:05:26Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	20068	3f12746951423b3ed723cd19f6ae9b97d4491492	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935677743	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935720041	2020-01-14T08:46:42Z	Whispyhistory	30823445	20922	a95a93e89b2c269546ba3ace5884b2c249533862	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935720041	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935720190	2020-01-14T08:48:33Z	Whispyhistory	30823445	20902	ee527b9de88d603c496a8c382ce562136e17cf15	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935720190	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935720265	2020-01-14T08:49:23Z	Whispyhistory	30823445	20902	9b153ffdab619264c1844551b668fd989c466953	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935720265	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935720376	2020-01-14T08:50:41Z	Whispyhistory	30823445	20914	b1526e7f07893560f16ab751f77dd32da938e345	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935720376	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935721593	2020-01-14T09:02:40Z	Whispyhistory	30823445	21065	913f4fb23ceb20a5fd614e19631a22af94721888	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935721593	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935721730	2020-01-14T09:03:50Z	Whispyhistory	30823445	21069	69e47e985ba1406436cd1d6433e08e6c2365a483	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935721730	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935721880	2020-01-14T09:05:05Z	Whispyhistory	30823445	21103	42bdadb1e19377e78e52c50d2bb33278d78b9b52	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935721880	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935727687	2020-01-14T10:04:07Z	Whispyhistory	30823445	21152	a7aa4109fc5551e6913455a39eac7fd4c205f16c	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935727687	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935728484	2020-01-14T10:13:33Z	Whispyhistory	30823445	21321	9cccb6a314f560e51a47b16fe7d772cd9b21c568	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935728484	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935729631	2020-01-14T10:26:20Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	21303	fcbbc72b69088c1d63da07a6d94141f3743b8f31	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935729800	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935733753	2020-01-14T11:10:06Z	Whispyhistory	30823445	21447	8c4125839e5eecc22b18f571697a15a909cea22b	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935733753	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935734036	2020-01-14T11:13:09Z	Whispyhistory	30823445	21446	30d377e7a1d0e18bff4b8cafd74adcf4a47b6235	wikitext	False	True	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935734036	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935736176	2020-01-14T11:36:40Z	Whispyhistory	30823445	21482	ebe8de069309ce7d809dc78d508c0b2cb67eb7c4	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935736176	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935736303	2020-01-14T11:38:21Z	Whispyhistory	30823445	21482	ee74418ba6a3f5924f7f44de449bd400ad5be1a0	wikitext	False	True	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935736303	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935747465	2020-01-14T13:42:34Z	Whispyhistory	30823445	21667	8b03d9b7c65f52faa952250b149c09f7826dd4d1	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935747465	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935781304	2020-01-14T18:14:46Z	Whispyhistory	30823445	23308	aac60494c3f730b89daac4dd8f526dc5d1dc0b01	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935781304	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935783556	2020-01-14T18:32:18Z	Whispyhistory	30823445	23477	8978ed36195ea20dc15012fe44ca2bd92f614e2c	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935783556	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935801381	2020-01-14T20:43:12Z	Ozzie10aaaa	17794675	23548	a6a3de559b303be83e0b844da63cfed262b387b5	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935801381	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935801527	2020-01-14T20:44:27Z	Ozzie10aaaa	17794675	23431	49f375425025c6b81440c2c66b6c6fd6ce31fc22	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935801527	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935802243	2020-01-14T20:49:50Z	Ozzie10aaaa	17794675	23461	86138528f2636ff089b2325c9904996392e69914	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935802243	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935858657	2020-01-15T05:18:09Z	Whispyhistory	30823445	23897	51ba1f342887913dd2d053969dd291673843c494	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935858657	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935858804	2020-01-15T05:19:48Z	Whispyhistory	30823445	24049	0582f76a3ff31982e98b1da78b7351e91d971854	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935858804	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935859137	2020-01-15T05:23:21Z	Cbs527	18189455	24050	9c631c0b0d660e9e3bea663b15a26272ad54331a	wikitext	False	True	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935859137	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935859563	2020-01-15T05:29:24Z	Whispyhistory	30823445	24051	c445f7615702bf1f4139119feb3d47701422faa5	wikitext	False	True	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935859563	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935867156	2020-01-15T07:02:28Z	Whispyhistory	30823445	24366	86df87b2a446b1f537f22cb8eab238e6ae64b645	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935867156	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935868279	2020-01-15T07:14:17Z	Whispyhistory	30823445	24521	d15f2c2a50767dfada673f4da747297ea692f574	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935868279	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935869767	2020-01-15T07:35:04Z	Whispyhistory	30823445	24659	a7a01405a28997c4bca79ed4418baf907eff4192	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935869767	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935869873	2020-01-15T07:36:17Z	Whispyhistory	30823445	24671	009ce85797cff398c91c100f3b4c3044dc2b175c	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935869873	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935869916	2020-01-15T07:36:43Z	Whispyhistory	30823445	24659	a7a01405a28997c4bca79ed4418baf907eff4192	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935869916	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935869958	2020-01-15T07:37:25Z	Whispyhistory	30823445	24660	45a0c8c536a03069d7a978d86df43153cafc8d8a	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935869958	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935870196	2020-01-15T07:40:45Z	Whispyhistory	30823445	24664	7640b4fb1e906b6f5adeae1276c020580e4600f9	wikitext	False	True	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935870196	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935872207	2020-01-15T08:06:11Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	2186	867739530856922b758f6bfeea26b2e88beb3d72	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=934408823	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	934433114	2020-01-06T14:10:47Z	195.5.28.38	0	2205	588f44fbb16e54ee4a991bc09dd669a0d0469f0b	wikitext	True	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=934433114	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	934433147	2020-01-06T14:11:02Z	195.5.28.38	0	2204	2e2ccb38a111c0d23c4dc3c88dbfd8e8599c97a4	wikitext	True	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=934433147	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	934435868	2020-01-06T14:33:09Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	2256	e973b1134d3522156cdec59b181c840edb4e12e2	wikitext	False	True	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=934395462	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	934406868	2020-01-06T10:37:51Z	Doc James	3810835	2179	1e0ca6f580c376c7bfad31ef01ea947fb9ae08bb	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=934406868	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	934407177	2020-01-06T10:40:37Z	Doc James	3810835	2178	1f9fb1945cf69c9e52db910d96b80a6366707421	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=934407177	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	934408795	2020-01-06T10:55:12Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	26143	a265663d217583c3e784b4dae45255e1ded02d13	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935879815	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935881765	2020-01-15T09:53:52Z	Whispyhistory	30823445	26316	f1f9ebc43231ede5b50fd56a293a55f711d30f84	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935881765	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935882149	2020-01-15T09:58:04Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	2679	bd9057acdc698d35c97d4b5dd7dbf8a5e1767739	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=934460534	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	934461204	2020-01-06T17:32:18Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	27504	f8d6ceecba531a347af2a196341d725072851a2e	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935883157	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935883708	2020-01-15T10:11:21Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	27567	98aaf748ec8c8ecc034d66cd7c5cacca80152d7b	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935883752	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935889203	2020-01-15T11:12:38Z	Whispyhistory	30823445	27698	915051453b45508228dc2708088bd02e7d2b92cd	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935889203	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935889419	2020-01-15T11:14:54Z	Whispyhistory	30823445	27691	67bc7d78c9926b71d2c07225aba9833f20ddaabc	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935889419	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935889642	2020-01-15T11:17:40Z	Whispyhistory	30823445	27935	33c8407af0833a2335aea9780a3b768176560b45	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935889642	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935889755	2020-01-15T11:19:00Z	Whispyhistory	30823445	27928	22f70f8f923ab709ce252886f64c77eb47269d2b	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935889755	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935890155	2020-01-15T11:23:42Z	Whispyhistory	30823445	27861	552a597cd544361c50686e24bacc798665b9374f	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935890155	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935893738	2020-01-15T12:01:18Z	Whispyhistory	30823445	28251	2e1a6fcc27e9686377a3ba8f3106f6beead21c16	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935893738	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935898807	2020-01-15T12:51:43Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
"TheGreatSGrean	36415105	28258	ec0f620c78ae8d3959462844a2e9404f9b42fba5	wikitext	False	False	https://en.wikipedia.org/w/index.php?title=2019%E2%80%9320_coronavirus_pandemic&oldid=935899024	2020-04-01 18:26:08.050692	ff5521d
2019–20 coronavirus pandemic	62750956	0	935899288	2020-01-15T12:56:16Z	TheGreatSGrean","2019–20 coronavirus pandemic",1
