search_term,entityid,pageid,search_position,timestamp
sars,Q24815979,26778874,450,2020-03-27T23:45:37Z
sars,Q42937061,44185921,451,2020-03-27T23:45:37Z
sars,Q73799604,73433152,452,2020-03-27T23:45:37Z
sars,Q35214004,36639608,453,2020-03-27T23:45:37Z
sars,Q28560720,30253524,454,2020-03-27T23:45:37Z
sars,Q33576672,35022765,455,2020-03-27T23:45:37Z
sars,Q37011150,38391184,456,2020-03-27T23:45:37Z
sars,Q37356916,38732831,457,2020-03-27T23:45:37Z
sars,Q37189527,38567699,458,2020-03-27T23:45:37Z
sars,Q73462092,73101642,459,2020-03-27T23:45:37Z
sars,Q24805143,26768048,460,2020-03-27T23:45:37Z
sars,Q73799597,73433145,461,2020-03-27T23:45:37Z
sars,Q33306756,34756448,462,2020-03-27T23:45:37Z
sars,Q47278854,48325330,463,2020-03-27T23:45:37Z
sars,Q88647643,87878735,464,2020-03-27T23:45:37Z
sars,Q39926740,41274171,465,2020-03-27T23:45:37Z
sars,Q34306956,35746200,466,2020-03-27T23:45:37Z
sars,Q73738906,73373295,467,2020-03-27T23:45:37Z
sars,Q718409,675527,468,2020-03-27T23:45:37Z
sars,Q42876311,44127740,469,2020-03-27T23:45:37Z
sars,Q35143451,36569844,470,2020-03-27T23:45:37Z
sars,Q35053188,36480586,471,2020-03-27T23:45:37Z
sars,Q35873008,37265934,472,2020-03-27T23:45:37Z
sars,Q30019,33219,473,2020-03-27T23:45:37Z
sars,Q45230751,46406582,474,2020-03-27T23:45:37Z
sars,Q48019790,49052035,475,2020-03-27T23:45:37Z
sars,Q36170754,37560235,476,2020-03-27T23:45:37Z
sars,Q30233171,31845863,477,2020-03-27T23:45:37Z
sars,Q57515348,57431804,478,2020-03-27T23:45:37Z
sars,Q10592659,11880814,479,2020-03-27T23:45:37Z
sars,Q50295211,51283264,480,2020-03-27T23:45:37Z
sars,Q73456048,73095705,481,2020-03-27T23:45:37Z
sars,Q48694361,49716547,482,2020-03-27T23:45:37Z
sars,Q51673621,52587685,483,2020-03-27T23:45:37Z
sars,Q24811148,26774042,484,2020-03-27T23:45:37Z
sars,Q51671124,52585249,485,2020-03-27T23:45:37Z
sars,Q73572027,73209692,486,2020-03-27T23:45:37Z
sars,Q51639488,52554114,487,2020-03-27T23:45:37Z
sars,Q34338054,35777068,488,2020-03-27T23:45:37Z
sars,Q34053804,35495237,489,2020-03-27T23:45:37Z
sars,Q80028289,79437313,490,2020-03-27T23:45:37Z
sars,Q35880624,37273448,491,2020-03-27T23:45:37Z
sars,Q35689784,37084474,492,2020-03-27T23:45:37Z
sars,Q28427649,30123131,493,2020-03-27T23:45:37Z
sars,Q73665535,73301662,494,2020-03-27T23:45:37Z
sars,Q73776265,73410100,495,2020-03-27T23:45:37Z
sars,Q60101003,59979259,496,2020-03-27T23:45:37Z
sars,Q35138167,36564640,497,2020-03-27T23:45:37Z
sars,Q4507637,4302252,498,2020-03-27T23:45:37Z
sars,Q30364520,31976081,499,2020-03-27T23:45:37Z
virus sars-cov-2,Q84263196,83565290,0,2020-03-27T23:45:38Z
virus sars-cov-2,Q82069695,81427064,1,2020-03-27T23:45:38Z
virus sars-cov-2,Q88105063,87349908,2,2020-03-27T23:45:38Z
virus sars-cov-2,Q84109991,83413396,3,2020-03-27T23:45:38Z
virus sars-cov-2,Q81068910,80438732,4,2020-03-27T23:45:38Z
virus sars-cov-2,Q88647643,87878735,5,2020-03-27T23:45:38Z
virus sars-cov-2,Q87461510,86691751,6,2020-03-27T23:45:38Z
virus sars-cov-2,Q87078729,86317637,7,2020-03-27T23:45:38Z
virus sars-cov-2,Q37064804,38444336,8,2020-03-27T23:45:38Z
virus sars-cov-2,Q88622746,87854644,9,2020-03-27T23:45:38Z
virus sars-cov-2,Q33576672,35022765,10,2020-03-27T23:45:38Z
virus sars-cov-2,Q34746639,36179098,11,2020-03-27T23:45:38Z
virus sars-cov-2,Q30404941,32016238,12,2020-03-27T23:45:38Z
virus sars-cov-2,Q35989141,37380622,13,2020-03-27T23:45:38Z
virus sars-cov-2,Q40213197,41556171,14,2020-03-27T23:45:38Z
virus sars-cov-2,Q33582305,35028344,15,2020-03-27T23:45:38Z
virus sars-cov-2,Q88489983,87723834,16,2020-03-27T23:45:38Z
virus sars-cov-2,Q45496781,46664952,17,2020-03-27T23:45:38Z
virus sars-cov-2,Q87461501,86691742,18,2020-03-27T23:45:38Z
virus sars-cov-2,Q45141976,46320109,19,2020-03-27T23:45:38Z
virus sars-cov-2,Q45423935,46592491,20,2020-03-27T23:45:38Z
virus sars-cov-2,Q45640664,46808129,21,2020-03-27T23:45:38Z
virus sars-cov-2,Q28250266,29947809,22,2020-03-27T23:45:38Z
virus sars-cov-2,Q30851115,32460850,23,2020-03-27T23:45:38Z
virus sars-cov-2,Q45385295,46555289,24,2020-03-27T23:45:38Z
virus sars-cov-2,Q45411636,46580618,25,2020-03-27T23:45:38Z
virus sars-cov-2,Q39972263,41318952,26,2020-03-27T23:45:38Z
virus sars-cov-2,Q43430373,44646856,27,2020-03-27T23:45:38Z
virus sars-cov-2,Q45427299,46595822,28,2020-03-27T23:45:38Z
virus sars-cov-2,Q87250860,86486455,29,2020-03-27T23:45:38Z
virus sars-cov-2,Q43520298,44734373,30,2020-03-27T23:45:38Z
virus sars-cov-2,Q45410748,46579760,31,2020-03-27T23:45:38Z
virus sars-cov-2,Q30430552,32041674,32,2020-03-27T23:45:38Z
virus sars-cov-2,Q45347463,46519583,33,2020-03-27T23:45:38Z
virus sars-cov-2,Q43808921,45015906,34,2020-03-27T23:45:38Z
virus sars-cov-2,Q45355714,46527156,35,2020-03-27T23:45:38Z
virus sars-cov-2,Q45386628,46556562,36,2020-03-27T23:45:38Z
virus sars-cov-2,Q44961556,46143323,37,2020-03-27T23:45:38Z
virus sars-cov-2,Q35834692,37228120,38,2020-03-27T23:45:38Z
virus sars-cov-2,Q36886595,38267494,39,2020-03-27T23:45:38Z
virus sars-cov-2,Q36373305,37760385,40,2020-03-27T23:45:38Z
virus sars-cov-2,Q83873577,83181964,41,2020-03-27T23:45:38Z
virus sars-cov-2,Q36859360,38240538,42,2020-03-27T23:45:38Z
virus sars-cov-2,Q37015424,38395427,43,2020-03-27T23:45:38Z
virus sars-cov-2,Q83889294,83197238,44,2020-03-27T23:45:38Z
virus sars-cov-2,Q40517315,41856131,45,2020-03-27T23:45:38Z
virus sars-cov-2,Q40441237,41781203,46,2020-03-27T23:45:38Z
virus sars-cov-2,Q83872291,83180713,47,2020-03-27T23:45:38Z
virus sars-cov-2,Q84104992,83408431,48,2020-03-27T23:45:38Z
virus sars-cov-2,Q83493517,82808781,49,2020-03-27T23:45:38Z
virus sars-cov-2,Q36884852,38265761,50,2020-03-27T23:45:38Z
virus sars-cov-2,Q40282936,41625440,51,2020-03-27T23:45:38Z
virus sars-cov-2,Q84166704,83469925,52,2020-03-27T23:45:38Z
virus sars-cov-2,Q83189805,82525152,53,2020-03-27T23:45:38Z
virus sars-cov-2,Q83872271,83180693,54,2020-03-27T23:45:38Z
virus sars-cov-2,Q83864933,83173486,55,2020-03-27T23:45:38Z
virus sars-cov-2,Q85876114,85146673,56,2020-03-27T23:45:38Z
virus sars-cov-2,Q84146057,83449338,57,2020-03-27T23:45:38Z
virus sars-cov-2,Q83872398,83180814,58,2020-03-27T23:45:38Z
virus sars-cov-2,Q86521237,85769918,59,2020-03-27T23:45:38Z
corona,Q494707,465443,0,2020-03-27T23:45:38Z
corona,Q1134503,1081336,1,2020-03-27T23:45:38Z
corona,Q10413,11827,2,2020-03-27T23:45:38Z
corona,Q10406,11819,3,2020-03-27T23:45:38Z
corona,Q170754,170993,4,2020-03-27T23:45:38Z
corona,Q864987,816380,5,2020-03-27T23:45:38Z
corona,Q282784,273344,6,2020-03-27T23:45:38Z
corona,Q16865778,18467282,7,2020-03-27T23:45:38Z
corona,Q1134509,1081342,8,2020-03-27T23:45:38Z
corona,Q2121324,2047567,9,2020-03-27T23:45:38Z
corona,Q686763,647074,10,2020-03-27T23:45:38Z
corona,Q256812,249204,11,2020-03-27T23:45:38Z
corona,Q1550781,1487189,12,2020-03-27T23:45:38Z
corona,Q1150087,1096532,13,2020-03-27T23:45:38Z
corona,Q5172108,4943191,14,2020-03-27T23:45:38Z
corona,Q16666017,18272391,15,2020-03-27T23:45:38Z
corona,Q1840192,1770846,16,2020-03-27T23:45:38Z
corona,Q3693932,3520134,17,2020-03-27T23:45:38Z
corona,Q5172115,4943199,18,2020-03-27T23:45:38Z
corona,Q5788751,5558990,19,2020-03-27T23:45:38Z
corona,Q25661467,27614071,20,2020-03-27T23:45:38Z
corona,Q1134481,1081314,21,2020-03-27T23:45:38Z
corona,Q83640088,82950630,22,2020-03-27T23:45:38Z
corona,Q5172116,4943200,23,2020-03-27T23:45:38Z
corona,Q3229710,3083146,24,2020-03-27T23:45:38Z
corona,Q18448124,19982157,25,2020-03-27T23:45:38Z
corona,Q6461976,6278940,26,2020-03-27T23:45:38Z
corona,Q5172119,4943203,27,2020-03-27T23:45:38Z
corona,Q16656673,18263253,28,2020-03-27T23:45:38Z
corona,Q15857833,17485380,29,2020-03-27T23:45:38Z
corona,Q5172112,4943196,30,2020-03-27T23:45:38Z
corona,Q5172122,4943206,31,2020-03-27T23:45:38Z
corona,Q18623765,20155174,32,2020-03-27T23:45:38Z
corona,Q5172118,4943202,33,2020-03-27T23:45:38Z
corona,Q12806467,14210610,34,2020-03-27T23:45:38Z
corona,Q5172114,4943198,35,2020-03-27T23:45:38Z
corona,Q7681749,7607003,36,2020-03-27T23:45:38Z
corona,Q82069695,81427064,37,2020-03-27T23:45:38Z
corona,Q11302881,12442232,38,2020-03-27T23:45:38Z
corona,Q936583,886812,39,2020-03-27T23:45:38Z
corona,Q22058427,24089690,40,2020-03-27T23:45:38Z
corona,Q3693927,3520129,41,2020-03-27T23:45:38Z
corona,Q2996991,2865630,42,2020-03-27T23:45:38Z
corona,Q23648218,25655984,43,2020-03-27T23:45:38Z
corona,Q5172117,4943201,44,2020-03-27T23:45:38Z
corona,Q18473230,20008465,45,2020-03-27T23:45:38Z
corona,Q44369909,45564213,46,2020-03-27T23:45:38Z
corona,Q19892320,21535831,47,2020-03-27T23:45:38Z
corona,Q18984146,20540972,48,2020-03-27T23:45:38Z
corona,Q63523497,63248934,49,2020-03-27T23:45:38Z
corona,Q63523604,63249041,50,2020-03-27T23:45:38Z
corona,Q204920,201280,51,2020-03-27T23:45:38Z
corona,Q18984142,20540968,52,2020-03-27T23:45:38Z
corona,Q18984141,20540967,53,2020-03-27T23:45:38Z
corona,Q61127806,60980347,54,2020-03-27T23:45:38Z
corona,Q1134484,1081317,55,2020-03-27T23:45:38Z
corona,Q165294,165971,56,2020-03-27T23:45:38Z
corona,Q49406470,50410231,57,2020-03-27T23:45:38Z
corona,Q67191135,66784892,58,2020-03-27T23:45:38Z
corona,Q17042266,18649447,59,2020-03-27T23:45:38Z
corona,Q530450,499331,60,2020-03-27T23:45:38Z
corona,Q54820991,54920402,61,2020-03-27T23:45:38Z
corona,Q5172113,4943197,62,2020-03-27T23:45:38Z
corona,Q54820989,54920400,63,2020-03-27T23:45:38Z
corona,Q745296,701177,64,2020-03-27T23:45:38Z
corona,Q3175359,3033161,65,2020-03-27T23:45:38Z
corona,Q131016,132897,66,2020-03-27T23:45:38Z
corona,Q86723327,85968703,67,2020-03-27T23:45:38Z
corona,Q86061508,85326636,68,2020-03-27T23:45:38Z
corona,Q122922,125156,69,2020-03-27T23:45:38Z
corona,Q170984,171205,70,2020-03-27T23:45:38Z
corona,Q3311895,3158135,71,2020-03-27T23:45:38Z
corona,Q64880,67603,72,2020-03-27T23:45:38Z
corona,Q2864876,2742957,73,2020-03-27T23:45:38Z
corona,Q217196,212333,74,2020-03-27T23:45:38Z
corona,Q607790,572253,75,2020-03-27T23:45:38Z
corona,Q2043927,1971588,76,2020-03-27T23:45:38Z
corona,Q24293899,26265763,77,2020-03-27T23:45:38Z
corona,Q24294050,26265914,78,2020-03-27T23:45:38Z
corona,Q24293822,26265686,79,2020-03-27T23:45:38Z
corona,Q24293789,26265653,80,2020-03-27T23:45:38Z
corona,Q24293845,26265709,81,2020-03-27T23:45:38Z
corona,Q24293862,26265726,82,2020-03-27T23:45:38Z
corona,Q24293852,26265716,83,2020-03-27T23:45:38Z
corona,Q24293868,26265732,84,2020-03-27T23:45:38Z
corona,Q24293867,26265731,85,2020-03-27T23:45:38Z
corona,Q56420635,56360050,86,2020-03-27T23:45:38Z
corona,Q3414332,3253167,87,2020-03-27T23:45:38Z
corona,Q24294120,26265984,88,2020-03-27T23:45:38Z
corona,Q3341415,3185478,89,2020-03-27T23:45:38Z
corona,Q24294079,26265943,90,2020-03-27T23:45:38Z
corona,Q24293894,26265758,91,2020-03-27T23:45:38Z
corona,Q24293910,26265774,92,2020-03-27T23:45:38Z
corona,Q24293830,26265694,93,2020-03-27T23:45:38Z
corona,Q24293810,26265674,94,2020-03-27T23:45:38Z
corona,Q24293900,26265764,95,2020-03-27T23:45:38Z
corona,Q24294096,26265960,96,2020-03-27T23:45:38Z
corona,Q24293866,26265730,97,2020-03-27T23:45:38Z
corona,Q24294011,26265875,98,2020-03-27T23:45:38Z
corona,Q24293904,26265768,99,2020-03-27T23:45:38Z
corona,Q21234221,23281160,100,2020-03-27T23:45:38Z
corona,Q24293800,26265664,101,2020-03-27T23:45:38Z
corona,Q24293858,26265722,102,2020-03-27T23:45:38Z
corona,Q24293936,26265800,103,2020-03-27T23:45:38Z
corona,Q24293879,26265743,104,2020-03-27T23:45:38Z
corona,Q24293957,26265821,105,2020-03-27T23:45:38Z
corona,Q24294156,26266020,106,2020-03-27T23:45:38Z
corona,Q24293986,26265850,107,2020-03-27T23:45:38Z
corona,Q24293781,26265645,108,2020-03-27T23:45:38Z
corona,Q24293976,26265840,109,2020-03-27T23:45:38Z
corona,Q24294038,26265902,110,2020-03-27T23:45:38Z
corona,Q24294158,26266022,111,2020-03-27T23:45:38Z
corona,Q1134522,1081355,112,2020-03-27T23:45:38Z
corona,Q24293838,26265702,113,2020-03-27T23:45:38Z
corona,Q24294160,26266024,114,2020-03-27T23:45:38Z
corona,Q24294127,26265991,115,2020-03-27T23:45:38Z
corona,Q24293982,26265846,116,2020-03-27T23:45:38Z
corona,Q24294149,26266013,117,2020-03-27T23:45:38Z
corona,Q24294172,26266036,118,2020-03-27T23:45:38Z
corona,Q24294131,26265995,119,2020-03-27T23:45:38Z
corona,Q24294089,26265953,120,2020-03-27T23:45:38Z
corona,Q24293761,26265625,121,2020-03-27T23:45:38Z
corona,Q24294115,26265979,122,2020-03-27T23:45:38Z
corona,Q7091716,6986069,123,2020-03-27T23:45:38Z
corona,Q24293846,26265710,124,2020-03-27T23:45:38Z
corona,Q24294046,26265910,125,2020-03-27T23:45:38Z
corona,Q24293950,26265814,126,2020-03-27T23:45:38Z
corona,Q24294045,26265909,127,2020-03-27T23:45:38Z
corona,Q24293896,26265760,128,2020-03-27T23:45:38Z
corona,Q24293931,26265795,129,2020-03-27T23:45:38Z
corona,Q24294016,26265880,130,2020-03-27T23:45:38Z
corona,Q24294024,26265888,131,2020-03-27T23:45:38Z
corona,Q24294042,26265906,132,2020-03-27T23:45:38Z
corona,Q24293971,26265835,133,2020-03-27T23:45:38Z
corona,Q24294171,26266035,134,2020-03-27T23:45:38Z
corona,Q24294157,26266021,135,2020-03-27T23:45:38Z
corona,Q24293819,26265683,136,2020-03-27T23:45:38Z
corona,Q24294006,26265870,137,2020-03-27T23:45:38Z
corona,Q24294113,26265977,138,2020-03-27T23:45:38Z
corona,Q24294013,26265877,139,2020-03-27T23:45:38Z
corona,Q24293997,26265861,140,2020-03-27T23:45:38Z
corona,Q24293974,26265838,141,2020-03-27T23:45:38Z
corona,Q24294058,26265922,142,2020-03-27T23:45:38Z
corona,Q24293849,26265713,143,2020-03-27T23:45:38Z
corona,Q24293906,26265770,144,2020-03-27T23:45:38Z
corona,Q24294031,26265895,145,2020-03-27T23:45:38Z
corona,Q24293944,26265808,146,2020-03-27T23:45:38Z
corona,Q24293876,26265740,147,2020-03-27T23:45:38Z
corona,Q24294080,26265944,148,2020-03-27T23:45:38Z
corona,Q24294088,26265952,149,2020-03-27T23:45:38Z
corona,Q24294020,26265884,150,2020-03-27T23:45:38Z
corona,Q24293888,26265752,151,2020-03-27T23:45:38Z
corona,Q24293878,26265742,152,2020-03-27T23:45:38Z
corona,Q24294133,26265997,153,2020-03-27T23:45:38Z
corona,Q24293907,26265771,154,2020-03-27T23:45:38Z
corona,Q24293919,26265783,155,2020-03-27T23:45:38Z
corona,Q24293989,26265853,156,2020-03-27T23:45:38Z
corona,Q24294034,26265898,157,2020-03-27T23:45:38Z
corona,Q24294152,26266016,158,2020-03-27T23:45:38Z
corona,Q24293979,26265843,159,2020-03-27T23:45:38Z
corona,Q24293932,26265796,160,2020-03-27T23:45:38Z
corona,Q24293983,26265847,161,2020-03-27T23:45:38Z
corona,Q24293861,26265725,162,2020-03-27T23:45:38Z
corona,Q24294022,26265886,163,2020-03-27T23:45:38Z
corona,Q24294001,26265865,164,2020-03-27T23:45:38Z
corona,Q24294049,26265913,165,2020-03-27T23:45:38Z
corona,Q24293942,26265806,166,2020-03-27T23:45:38Z
corona,Q24294092,26265956,167,2020-03-27T23:45:38Z
corona,Q24293930,26265794,168,2020-03-27T23:45:38Z
corona,Q24293935,26265799,169,2020-03-27T23:45:38Z
corona,Q24293782,26265646,170,2020-03-27T23:45:38Z
corona,Q24294151,26266015,171,2020-03-27T23:45:38Z
corona,Q24293872,26265736,172,2020-03-27T23:45:38Z
corona,Q3079746,2943487,173,2020-03-27T23:45:38Z
corona,Q24293916,26265780,174,2020-03-27T23:45:38Z
corona,Q24293790,26265654,175,2020-03-27T23:45:38Z
corona,Q24293842,26265706,176,2020-03-27T23:45:38Z
corona,Q24294167,26266031,177,2020-03-27T23:45:38Z
corona,Q24294071,26265935,178,2020-03-27T23:45:38Z
corona,Q24294111,26265975,179,2020-03-27T23:45:38Z
corona,Q24294040,26265904,180,2020-03-27T23:45:38Z
corona,Q24294048,26265912,181,2020-03-27T23:45:38Z
corona,Q24294084,26265948,182,2020-03-27T23:45:38Z
corona,Q24294009,26265873,183,2020-03-27T23:45:38Z
corona,Q545902,514286,184,2020-03-27T23:45:38Z
corona,Q24293972,26265836,185,2020-03-27T23:45:38Z
corona,Q24293814,26265678,186,2020-03-27T23:45:38Z
corona,Q24293816,26265680,187,2020-03-27T23:45:38Z
corona,Q24293893,26265757,188,2020-03-27T23:45:38Z
corona,Q24293857,26265721,189,2020-03-27T23:45:38Z
corona,Q24294093,26265957,190,2020-03-27T23:45:38Z
corona,Q24294053,26265917,191,2020-03-27T23:45:38Z
corona,Q24294147,26266011,192,2020-03-27T23:45:38Z
corona,Q24293851,26265715,193,2020-03-27T23:45:38Z
corona,Q24293891,26265755,194,2020-03-27T23:45:38Z
corona,Q24293854,26265718,195,2020-03-27T23:45:38Z
corona,Q24293843,26265707,196,2020-03-27T23:45:38Z
corona,Q24294124,26265989,197,2020-03-27T23:45:38Z
corona,Q24294037,26265901,198,2020-03-27T23:45:38Z
corona,Q24293999,26265863,199,2020-03-27T23:45:38Z
corona,Q24293922,26265786,200,2020-03-27T23:45:38Z
corona,Q24294068,26265932,201,2020-03-27T23:45:38Z
corona,Q24293788,26265652,202,2020-03-27T23:45:38Z
corona,Q24293841,26265705,203,2020-03-27T23:45:38Z
corona,Q24293921,26265785,204,2020-03-27T23:45:38Z
corona,Q24293933,26265797,205,2020-03-27T23:45:38Z
corona,Q24293934,26265798,206,2020-03-27T23:45:38Z
corona,Q24293770,26265634,207,2020-03-27T23:45:38Z
corona,Q24294018,26265882,208,2020-03-27T23:45:38Z
corona,Q24293890,26265754,209,2020-03-27T23:45:38Z
corona,Q24293946,26265810,210,2020-03-27T23:45:38Z
corona,Q24293853,26265717,211,2020-03-27T23:45:38Z
corona,Q24293892,26265756,212,2020-03-27T23:45:38Z
corona,Q24294128,26265992,213,2020-03-27T23:45:38Z
corona,Q24293952,26265816,214,2020-03-27T23:45:38Z
corona,Q24294091,26265955,215,2020-03-27T23:45:38Z
corona,Q24293895,26265759,216,2020-03-27T23:45:38Z
corona,Q24293783,26265647,217,2020-03-27T23:45:38Z
corona,Q24293831,26265695,218,2020-03-27T23:45:38Z
corona,Q24293805,26265669,219,2020-03-27T23:45:38Z
corona,Q24294161,26266025,220,2020-03-27T23:45:38Z
corona,Q24293973,26265837,221,2020-03-27T23:45:38Z
corona,Q24293993,26265857,222,2020-03-27T23:45:38Z
corona,Q24294059,26265923,223,2020-03-27T23:45:38Z
corona,Q24294154,26266018,224,2020-03-27T23:45:38Z
corona,Q24293913,26265777,225,2020-03-27T23:45:38Z
corona,Q24294076,26265940,226,2020-03-27T23:45:38Z
corona,Q24294143,26266008,227,2020-03-27T23:45:38Z
corona,Q24294108,26265972,228,2020-03-27T23:45:38Z
corona,Q24293947,26265812,229,2020-03-27T23:45:38Z
corona,Q24293912,26265776,230,2020-03-27T23:45:38Z
corona,Q24293920,26265784,231,2020-03-27T23:45:38Z
corona,Q24294148,26266012,232,2020-03-27T23:45:38Z
corona,Q24293833,26265697,233,2020-03-27T23:45:38Z
corona,Q24293937,26265801,234,2020-03-27T23:45:38Z
corona,Q24293828,26265692,235,2020-03-27T23:45:38Z
corona,Q24293792,26265656,236,2020-03-27T23:45:38Z
corona,Q24293978,26265841,237,2020-03-27T23:45:38Z
corona,Q24293985,26265849,238,2020-03-27T23:45:38Z
corona,Q24293803,26265667,239,2020-03-27T23:45:38Z
corona,Q24293784,26265648,240,2020-03-27T23:45:38Z
corona,Q24294044,26265908,241,2020-03-27T23:45:38Z
corona,Q510941,480509,242,2020-03-27T23:45:38Z
corona,Q24293954,26265818,243,2020-03-27T23:45:38Z
corona,Q24293964,26265828,244,2020-03-27T23:45:38Z
corona,Q24294069,26265933,245,2020-03-27T23:45:38Z
corona,Q24294002,26265866,246,2020-03-27T23:45:38Z
corona,Q24294070,26265934,247,2020-03-27T23:45:38Z
corona,Q24294036,26265900,248,2020-03-27T23:45:38Z
corona,Q24293796,26265660,249,2020-03-27T23:45:38Z
corona,Q24293981,26265845,250,2020-03-27T23:45:38Z
corona,Q24293941,26265805,251,2020-03-27T23:45:38Z
corona,Q24294065,26265929,252,2020-03-27T23:45:38Z
corona,Q24294137,26266001,253,2020-03-27T23:45:38Z
corona,Q24293887,26265751,254,2020-03-27T23:45:38Z
corona,Q24293898,26265762,255,2020-03-27T23:45:38Z
corona,Q24294099,26265963,256,2020-03-27T23:45:38Z
corona,Q24294047,26265911,257,2020-03-27T23:45:38Z
corona,Q24294067,26265931,258,2020-03-27T23:45:38Z
corona,Q24293925,26265789,259,2020-03-27T23:45:38Z
corona,Q3130276,2990747,260,2020-03-27T23:45:38Z
corona,Q24293802,26265666,261,2020-03-27T23:45:38Z
corona,Q24293914,26265778,262,2020-03-27T23:45:38Z
corona,Q24293874,26265738,263,2020-03-27T23:45:38Z
corona,Q24293836,26265700,264,2020-03-27T23:45:38Z
corona,Q24293864,26265728,265,2020-03-27T23:45:38Z
corona,Q24293808,26265672,266,2020-03-27T23:45:38Z
corona,Q24293885,26265749,267,2020-03-27T23:45:38Z
corona,Q24293966,26265830,268,2020-03-27T23:45:38Z
corona,Q24293847,26265711,269,2020-03-27T23:45:38Z
corona,Q24294101,26265965,270,2020-03-27T23:45:38Z
corona,Q24293961,26265825,271,2020-03-27T23:45:38Z
corona,Q24294169,26266033,272,2020-03-27T23:45:38Z
corona,Q24293829,26265693,273,2020-03-27T23:45:38Z
corona,Q24294052,26265916,274,2020-03-27T23:45:38Z
corona,Q24294112,26265976,275,2020-03-27T23:45:38Z
corona,Q24294075,26265939,276,2020-03-27T23:45:38Z
corona,Q24293875,26265739,277,2020-03-27T23:45:38Z
corona,Q24293903,26265767,278,2020-03-27T23:45:38Z
corona,Q24294029,26265893,279,2020-03-27T23:45:38Z
corona,Q24293785,26265649,280,2020-03-27T23:45:38Z
corona,Q24293951,26265815,281,2020-03-27T23:45:38Z
corona,Q4800924,4587495,282,2020-03-27T23:45:38Z
corona,Q58330092,58244197,283,2020-03-27T23:45:38Z
corona,Q24293939,26265803,284,2020-03-27T23:45:38Z
corona,Q24294164,26266028,285,2020-03-27T23:45:38Z
corona,Q24294100,26265964,286,2020-03-27T23:45:38Z
corona,Q24293811,26265675,287,2020-03-27T23:45:38Z
corona,Q24294057,26265921,288,2020-03-27T23:45:38Z
corona,Q24294105,26265969,289,2020-03-27T23:45:38Z
corona,Q24294077,26265941,290,2020-03-27T23:45:38Z
corona,Q24293812,26265677,291,2020-03-27T23:45:38Z
corona,Q24293817,26265681,292,2020-03-27T23:45:38Z
corona,Q24293881,26265745,293,2020-03-27T23:45:38Z
corona,Q24294094,26265958,294,2020-03-27T23:45:38Z
corona,Q24293886,26265750,295,2020-03-27T23:45:38Z
corona,Q24294082,26265946,296,2020-03-27T23:45:38Z
corona,Q24293996,26265860,297,2020-03-27T23:45:38Z
corona,Q24294140,26266004,298,2020-03-27T23:45:38Z
corona,Q24293820,26265684,299,2020-03-27T23:45:38Z
corona,Q24293980,26265844,300,2020-03-27T23:45:38Z
corona,Q24293929,26265793,301,2020-03-27T23:45:38Z
corona,Q2126549,2052681,302,2020-03-27T23:45:38Z
corona,Q8072800,8022268,303,2020-03-27T23:45:38Z
corona,Q24294130,26265994,304,2020-03-27T23:45:38Z
corona,Q24294097,26265961,305,2020-03-27T23:45:38Z
corona,Q24294155,26266019,306,2020-03-27T23:45:38Z
corona,Q24293869,26265733,307,2020-03-27T23:45:38Z
corona,Q24293889,26265753,308,2020-03-27T23:45:38Z
corona,Q24293909,26265773,309,2020-03-27T23:45:38Z
corona,Q24294005,26265869,310,2020-03-27T23:45:38Z
corona,Q24293969,26265833,311,2020-03-27T23:45:38Z
corona,Q24293824,26265688,312,2020-03-27T23:45:38Z
corona,Q24294015,26265879,313,2020-03-27T23:45:38Z
corona,Q24294027,26265891,314,2020-03-27T23:45:38Z
corona,Q24293863,26265727,315,2020-03-27T23:45:38Z
corona,Q24293844,26265708,316,2020-03-27T23:45:38Z
corona,Q24293987,26265851,317,2020-03-27T23:45:38Z
corona,Q24293850,26265714,318,2020-03-27T23:45:38Z
corona,Q24293834,26265698,319,2020-03-27T23:45:38Z
corona,Q24294121,26265985,320,2020-03-27T23:45:38Z
corona,Q24293826,26265690,321,2020-03-27T23:45:38Z
corona,Q24294025,26265889,322,2020-03-27T23:45:38Z
corona,Q24294026,26265890,323,2020-03-27T23:45:38Z
corona,Q24293998,26265862,324,2020-03-27T23:45:38Z
corona,Q24294162,26266026,325,2020-03-27T23:45:38Z
corona,Q24293801,26265665,326,2020-03-27T23:45:38Z
corona,Q24293960,26265824,327,2020-03-27T23:45:38Z
corona,Q24294098,26265962,328,2020-03-27T23:45:38Z
corona,Q24294007,26265871,329,2020-03-27T23:45:38Z
corona,Q24293984,26265848,330,2020-03-27T23:45:38Z
corona,Q24294126,26265990,331,2020-03-27T23:45:38Z
corona,Q24294132,26265996,332,2020-03-27T23:45:38Z
corona,Q24293787,26265651,333,2020-03-27T23:45:38Z
corona,Q24293897,26265761,334,2020-03-27T23:45:38Z
corona,Q24294085,26265949,335,2020-03-27T23:45:38Z
corona,Q24293815,26265679,336,2020-03-27T23:45:38Z
corona,Q24294010,26265874,337,2020-03-27T23:45:38Z
corona,Q24293791,26265655,338,2020-03-27T23:45:38Z
corona,Q24294122,26265987,339,2020-03-27T23:45:38Z
corona,Q24293945,26265809,340,2020-03-27T23:45:38Z
corona,Q24293786,26265650,341,2020-03-27T23:45:38Z
corona,Q24294054,26265918,342,2020-03-27T23:45:38Z
